Index,Recipient Name,State/Territory,Type,Interim Report Status,Interim Report,Recovery Plan Status,Recovery Plan
 ,"Mitchell County, Iowa",Iowa,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emqD/RUqG1bJZwt9Zo17IeP4uhfGTawYZ.OTMO92QMiylxdA,Not Applicable,
 ,"Mount Prospect, Illinois",Illinois,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001eyoJ/5y2USWHCWOtSNHl7cLfgxSoin9gUTaPBqyN4iy3RXbU,Not Applicable,
 ,"Danville City, Virginia",Virginia,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emqH/m1zaF2yQxruntE7ykVbA60rmSeHZJsisxDEDnoj3y3U,Not Applicable,
 ,"Harris County, Georgia",Georgia,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emt3/yR0_0DR7ZYsHIaZv.akOVgi_S7xmbwpu2mtUlnEKCUQ,Not Applicable,
 ,"Jones County, Georgia",Georgia,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emt4/bMAlpXrKlmMzKBfFg.MAWewPAjjRn3w1tgBiMwDoIVk,Not Applicable,
 ,"Carroll County, Maryland",Maryland,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emt5/pORngfrFOETwfoNmoOvzMau2uCRuMkxuHo.lqqgKJ8o,Not Applicable,
 ,"Lee County, South Carolina",South Carolina,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emtH/U2FH4FSDjcK4oZlDlkgKdQH4X_sYPzRJfgJm.J9mBJU,Not Applicable,
 ,"Escambia County, Alabama",Alabama,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emt6/cUBhF00_glKCHwoOX8wxnAeEQNwJ3Zd7TN5upxGR31w,Not Applicable,
 ,"Pike County, Kentucky",Kentucky,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emt7/Ya4B2XzXlJdaqoaX3Ry7jnPkxMKubDK24gIHWd9.Od8,Not Applicable,
 ,"Saratoga Springs, New York",New York,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emtA/saJy5BN7ih.DIF3Y_Yn3z4NW64op_Md8lih8_EZQLas,Not Applicable,
 ,"Dougherty County, Georgia",Georgia,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emtB/bPO4oFfwpHwkZys20kpVGrFBcFczMsMgoHgO4s1pkcY,Not Applicable,
 ,"Christiansburg, Virginia",Virginia,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emtC/dmNcWgbQa8X02sNqAO1Rb__vguWr5MFOByQP.Qx5wgk,Not Applicable,
 ,"Baldwin County, Georgia",Georgia,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emtD/KQ8iKhT3p6.i5Ws5RZb907N7.mjI77KDAtw5IlTvN_8,Not Applicable,
 ,"Cache County, Utah",Utah,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emtE/kkUILHvMmS9glAJtdjE_EAW9EZidDxZYfVIoo3199VM,Not Applicable,
 ,"Upton County, Texas",Texas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emtF/ghB2E5R2pdLYtVqMmIgvBIw20sCnqVEqXeFxNL1kGtI,Not Applicable,
 ,"Antioch, California",California,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emtG/4uvZ2kyHg0tEBn7bNFYkZWXmJjPi6TvyC9AemSiJjKg,Not Applicable,
 ,"Hickman County, Kentucky",Kentucky,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emtI/nAsy3Qa5vubdS2HpJqGHAd5vcxI.pa58eTs_ZMCRa4w,Not Applicable,
 ,"Euless City, Texas",Texas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emtJ/xRP4b7T18WupNa0yBpitDzHsYJdGzpRsGZ5JG6arNcg,Not Applicable,
 ,"Itasca County, Minnesota",Minnesota,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emtK/zHsN1bn1uy9c5FByJtpZCm94WjgVKnHvJhCl12tKeNM,Not Applicable,
 ,"Schuyler County, Illinois",Illinois,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emtL/lAFZ0uIJKKhkZKO9xJD9VxBShGjbY6Aw89SuzR8ykhs,Not Applicable,
 ,"Douglas County, Oregon",Oregon,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emtM/0XkH1ATgqlsIUo_mZ2Z.rdsd5C7YmADOPRtjJgchu4U,Not Applicable,
 ,"Albemarle County, Virginia",Virginia,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emtU/aTnmwkugWy94INm6ezN3X6NRXRqpOl_8HbAEbm5s.Ps,Not Applicable,
 ,"San Buenaventura, California",California,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emtV/v7MA_8xn0i8lYGgltkvtb06gxhZGMDv7.JKIEDDDvbw,Not Applicable,
 ,"Dickinson County, Kansas",Kansas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emtW/8EWxvk69f4IWP1SBlXLaS1wHEcQIQeKkNrpA_Yav.0Q,Not Applicable,
 ,"Amarillo, Texas",Texas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emtX/0T1tfQC.MeBYseKhaeKKVIQsdl3wCjH79B72eePcLsI,Not Applicable,
 ,"Benton County, Washington",Washington,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emtY/9CIFrsuXB1lWLL3o56PJnOYyS7B5KUEvfep6TzZpCbY,Not Applicable,
 ,"Cannon County, Tennessee",Tennessee,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emtZ/ubBSWsxY1V.mimXyHb4rw8YmqAc4aHVkyUdWDRH1c6k,Not Applicable,
 ,"Delta County, Michigan",Michigan,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emta/pTCSjmB8yrVpHq8WI1n_.RUt6aHDq5LCANqzzbVhpW8,Not Applicable,
 ,"Fairfield, Connecticut",Connecticut,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emtb/h3xZRpapVraJX_7tAcdPJRRmvRJC4Yq_apTa_n6ey6w,Not Applicable,
 ,"Holland, Michigan",Michigan,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elCW/uBcbnnl46b8rl7Dy1jbk.8Ib3yEFtBjw7IS0zMRnzK4,Not Applicable,
 ,"Shelby County, Kentucky",Kentucky,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elCZ/e_yUH1.4M.nInpsHyQlNowZ4p_wcTRK_Q2z7pYv..eM,Not Applicable,
 ,"Sublette County, Wyoming",Wyoming,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elCa/FPOYP_Prgn.LUgdlCS.wO0M6on3b6Xa4tqoGPPPwlzo,Not Applicable,
 ,"Rockford, Illinois",Illinois,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elCb/A8_NhPAoj2aQIbKR8egVRw7PcSI52RP_33VjZpSX4ds,Not Applicable,
 ,"Moultrie County, Illinois",Illinois,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elCc/DMId6D5o.c7Jx9c1clqZ3TGU6uJcPFfdZ3j0oeGADto,Not Applicable,
 ,"Hood County, Texas",Texas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elCd/w7F80LXWHL9MtzPw5UvBWWMYiU.qEzl6wstIPhjC_SA,Not Applicable,
 ,"Mobile, Alabama",Alabama,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elCe/F78SHdelPFtWaZsWQFbcB5ysCSr_Rk7bZSWGAUcxoVQ,Not Applicable,
 ,"Haralson County, Georgia",Georgia,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elCf/Nlecb6nJSVH6iRJz07Xr5D7SxBOJIYhG7rpa3gt2AUE,Not Applicable,
 ,"Wabaunsee County, Kansas",Kansas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elCg/bllBO2FgBRFXPr6LcLNClgnArSKDGte5STGh5.jmPuE,Not Applicable,
 ,"Marion County, Kansas",Kansas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elmW/6q8sQy6JNXGQrI.nGXCLBh10BeU1ZTXsWhQg3Kqa_DI,Not Applicable,
 ,"Prentiss County, Mississippi",Mississippi,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elmX/aLipp0VpACmWQ6W5MA214r7OTQQE80BxiXRmyuVAOwA,Not Applicable,
 ,"Fort Smith, Arkansas",Arkansas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elmY/mR4TNGj8x7j.s.DseN_oDqPTUdwdQt.hkqXpuPjXF7A,Not Applicable,
 ,"Whittier, California",California,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elmZ/zOtfxlj4pXOY2PaPbe7TDpvc4ahJU2zkjgE2okXFbFo,Not Applicable,
 ,"Rock Hill, South Carolina",South Carolina,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elma/tGYHT4jQvhGdk6ZpTiyhd29E7wPakMF1DOyv0kom3tY,Not Applicable,
 ,"Napa City, California",California,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elmb/6GgFNL7YzykJDlNwSD2mIaay2WeapvP3R4p9O0Q_ksc,Not Applicable,
 ,"Daytona Beach, Florida",Florida,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elmc/UzkSft2bgywPcMjQIzaSN.S6.GfepIP.17hgTYzLtm0,Not Applicable,
 ,"Columbia, Missouri",Missouri,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elmd/kujo7LeMs6K0kiACUYK3xRAdrEU35wowl5d.dLDCLKY,Not Applicable,
 ,"Teller County, Colorado",Colorado,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elmr/vQV6YMpCLzxvdfEZJc8VewM8tj6qllsDZOidA.znPEg,Not Applicable,
 ,"Henry County, Georgia",Georgia,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elms/8qCw_pqGv6P15lp5tPW.Dj3KXF3FQ6vO4ojJ0H5DtNQ,Not Applicable,
 ,"Marshall County, Alabama",Alabama,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elmt/tYWzeeKwL0B9C402YQbaCnpbG5z0zz3AhaJfBR4t9ss,Not Applicable,
 ,"Dekalb County, Missouri",Missouri,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elmu/LwGdkizIfYTI5EMfe.cH3ULv6cT_nxch5OpTpTZtC10,Not Applicable,
 ,"Big Stone County, Minnesota",Minnesota,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elmv/_xuOPgqEAiszbqIC9FxnhygEAQHJ4sH9dKAn8PMRddw,Not Applicable,
 ,"Chippewa County, Wisconsin",Wisconsin,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elmw/aF.qOfhRHHZI6d9IOYgiydRlrOWwZD41sc5apBX88ZA,Not Applicable,
 ,"Jackson Parish, Louisiana",Louisiana,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001eymu/M.htvXkvFEQJu.dZzG1XxKqYGqzc1LRj8KuoPQXqeOI,Not Applicable,
 ,"Hollywood, Florida",Florida,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em8A/Cs3Yd0PgWvJq4FHUsp70ZJAVVdSpovsSGnZ9BjNpHXA,Not Applicable,
 ,"Blount County, Alabama",Alabama,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em8B/tA_auw3Mg2YPg1SUh1ENsgg7arW6SpYF2K3iCNyeE10,Not Applicable,
 ,"Sarasota, Florida",Florida,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em8E/A.UIjsj92m2dGbHP2zA7mYaQX0xGWkD08yKShxcCYn0,Not Applicable,
 ,"Washington County, Oklahoma",Oklahoma,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em8F/XzvPgTOSk1jWFPDZtjWZI18dUtrHlExU_pYVA5xYZYA,Not Applicable,
 ,"Aiken, South Carolina",South Carolina,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em8G/aCqsSpffRwEWR7iIOue_ixZxuU5kudFpsN7Dca19x98,Not Applicable,
 ,"Maricopa County, Arizona",Arizona,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em8H/8JT7uaxr0EfmKXVEeCd9LiY03NbCPijPCihONwhQbh8,Submitted,https://home.treasury.gov/system/files/136/Maricopa-County_2021-Recovery-Plan_SLT-1046.pdf
 ,"Pulaski County, Missouri",Missouri,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emJk/cvdBpoxP6bEBeiCSyCzESgueyhVxrvdbT_RrcGmmkrQ,Not Applicable,
 ,"Lincoln County, Nevada",Nevada,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emJl/Owo1P2K3KymAUm.Cy0r2HEUqxJ0nx89PFuZk7t33rxw,Not Applicable,
 ,"Sebastian City, Florida",Florida,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emJm/6EGotreqD8ZoEJht1jRqBnDyKu9KFeAVUzKpGW958Rw,Not Applicable,
 ,"Jackson County, Mississippi",Mississippi,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emJn/Wu3xj0UGWBB4K8Jw0CXcTHyfIO_38JJMkyS7EQ7yO8k,Not Applicable,
 ,"Porter County, Indiana",Indiana,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emJq/nIsX.5VQBZpe.u6WKsDKiliO2rfJtKzuKFUJSkXezKo,Not Applicable,
 ,"Wicomico County, Maryland",Maryland,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emO0/fX5UwQ8vB5WJQULvdSNfo.wt1s.f2JGoVTWaw8cjYn4,Not Applicable,
 ,"Port Orange, Florida",Florida,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emO1/Xc0iX1Vt24RyINVCCBaB3CjQWjJS_KcTp4kEJuIOXyI,Not Applicable,
 ,"Lake County, Minnesota",Minnesota,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emO2/9pNCVxs73w4UHDa5DNW93UmxPnsu8x8OWyeEnbO7C.0,Not Applicable,
 ,"Franklin City, Tennessee",Tennessee,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emO3/9rSJDytkg1Hinx8VBz3Dj0h_cT9gG7hUw2GNbpOZM00,Not Applicable,
 ,"Cass County, Minnesota",Minnesota,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emO4/pADs3DN99S2WdLbu9DcYvLK7axgJux7BuPSuJ2k.rk4,Not Applicable,
 ,"Grand Island, Nebraska",Nebraska,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emTO/ohRxvEgHx7bLvOH8fYZl0J2EV0U.MjVfRvlHLC5qCPk,Not Applicable,
 ,"San Angelo, Texas",Texas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emTP/mRfyUiA9Tr2NcIYdpOS7tI5NYa7xCIjGY1isxKp056s,Not Applicable,
 ,"Randolph County, North Carolina",North Carolina,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emTQ/LecKDgGMBfu2gvn2VIkqUEQZ.H2N7BJgVAwftwpWdlc,Not Applicable,
 ,"Rapid City, South Dakota",South Dakota,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emTR/5clLLLCeFA.DEUVDoUjnjdH6VSrwF.0mdEDH9lBVPxo,Not Applicable,
 ,"Logan, Utah",Utah,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emTS/pSyQxpc1HUBsO1KEhr5L32Qsqr_ZML76eNU5yHjXZ1c,Not Applicable,
 ,"Jamestown, New York",New York,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emTT/DpaZ2FzcitCK7a.h_47uO182Z.Zc6GmyFs0jqDfm7t8,Not Applicable,
 ,"Carlsbad, California",California,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emTA/YGNX_Q5chKob0nIXy4MgDAdVpGA2zd3AMdsGCHvduWI,Not Applicable,
 ,"Carson City, Nevada",Nevada,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emTB/RrQ7P_FeSReTkqWPBJoYTvbnMbQU0LCjd0BnApu50fQ,Not Applicable,
 ,"Battle Creek, Michigan",Michigan,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emTl/MSAcmMgc_iWQzyIgIOog62uVAi1TL2G8WZuJiVrQRSw,Not Applicable,
 ,"Gloucester County, Virginia",Virginia,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emTm/1sfM5zQfr.XNfTcGU5dbFhB_OgnCokdbLhnPah9DyEQ,Not Applicable,
 ,"Perris City, California",California,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emTn/ycSrrzUd_0OaR37z4pCQYcC4AzuPFhw6FCuBEqCBowk,Not Applicable,
 ,"Jackson County, Michigan",Michigan,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emTo/yYEQ5TRnFS324hSXxFGLgTGsoWY7St2ygsPw_mfJTMU,Not Applicable,
 ,"Grapevine, Texas",Texas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001eyne/CxH0NzmEFyRZUqbZzUClfil0oh2XEvJb5HdnH5v4S6w,Not Applicable,
 ,"Pensacola, Florida",Florida,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emTq/W9rVpuPmS2yTOZVvgykMvHAt51LHVAx7OMS2k4XxCzI,Not Applicable,
 ,"Hillsboro, Oregon",Oregon,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emTr/dyG55yAQNI0BuRVGcDafq09R3eaKjutgg5Zu52oF8WE,Not Applicable,
 ,"Missoula County, Montana",Montana,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emTs/30txHLV0dPqYmkpY1JFg1s6m8i5Z16_PnqhxBjP4vvo,Not Applicable,
 ,"Rochester, New Hampshire",New Hampshire,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emTt/_mDowOPTPtuN0hhJgoAvZWQtSWFBz4xb2JklbJY.dAo,Not Applicable,
 ,"Everett, Washington",Washington,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emTu/50Csz1fC8EHicbYM977ndoiAZhVMjOswUZxkLHsNOX4,Not Applicable,
 ,"Hampton City, Virginia",Virginia,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emTv/aqxOIZWiqvZ04_LVcdyq7_QPJ5OFzkike9pDAToPwBo,Not Applicable,
 ,"Prince William County, Virginia",Virginia,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emU0/0y7FNcn3jjrjOxjEdag9tF92op_9HK.JwF.JHEECf_0,Submitted,https://home.treasury.gov/system/files/136/Prince-William-County_2021-Recovery-Plan_SLT-1144.pdf
 ,"Kiowa County, Kansas",Kansas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emU1/3YYYmN1BwSPQm2vidTGgFSw6Jg6nVavaUvgz1fe_jxw,Not Applicable,
 ,"Cape Girardeau County, Missouri",Missouri,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emky/5Di5MdYVMWPX1QmHDa9HgCoCqaHf0VWaEF6nPBE6SFk,Not Applicable,
 ,"Terre Haute, Indiana",Indiana,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001eml1/.3CNIkwOveZeIRJvcUlxfgGZbrlUUe_HRD4nOnwWV2U,Not Applicable,
 ,"La Plata County, Colorado",Colorado,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001eml3/Adj8f.gIyz2vHZzpEg7ZOg2gAPJ2xrISEKHCXtxgwFg,Not Applicable,
 ,"Idaho Falls, Idaho",Idaho,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001eml5/NdNhgFkUQg9_nfrgE_hNZEXCGVFLrJMg_Gzgnuigs04,Not Applicable,
 ,"Victorville, California",California,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001eml7/IOe4FwPsLVOD.ELMGkc4dGRxt6wEMLBHYfI37k4vMy8,Not Applicable,
 ,"Wichita Falls, Texas",Texas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emlA/_GfyvOQu6GsTJbGtOdLBgKLiEVVf4vKSRSuWKxUmc0k,Not Applicable,
 ,"Calhoun County, Michigan",Michigan,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emlB/mAAVrCcMuUY6UdU0AQz7gunWu2Dh0_up9vsj6aXj3jw,Not Applicable,
 ,"Pasadena, California",California,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emkv/EQpVC01UuDaDQO7tUjlhArEhUD6SoZ4Zt02KBtptJYs,Not Applicable,
 ,"Billings, Montana",Montana,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emkw/wXe7mSTAwNtXPi6zM6rPtkyTqLi13OqhAeo1xDl_agM,Not Applicable,
 ,"Monroe County, Alabama",Alabama,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emkx/dRVv.qpg5d6X.NsQ62OzqZ2UTFNwXGsOzAauM6NPm4A,Not Applicable,
 ,"Box Elder County, Utah",Utah,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001eml2/BuLevb.5AgCJTLLr_MG.QNuZZEmFQQKt6NxqWPypgpk,Not Applicable,
 ,"Rensselaer County, New York",New York,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001eml4/Aibh0FJROfvQXX4cnLPfe7U.5jZYA5bP6BdzsaACtMU,Not Applicable,
 ,"Avondale City, Arizona",Arizona,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001eml6/s05zr39.jZxzCkC1QP4axEqSe1h.wGBw9DsiWbrFYXo,Not Applicable,
 ,"Midland, Texas",Texas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001eml8/uICP1MaaLBKQ.mqfNcp1kHGGcHDskGObGJbMfTSrPRg,Not Applicable,
 ,"Valdosta, Georgia",Georgia,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001eml9/gWECeatL_V09ANdu9j0tVg_vcVIjqg2.7QW.D5eFmeQ,Not Applicable,
 ,"Blue Earth County, Minnesota",Minnesota,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emlC/U_qSkmNSSTVv67DQPx2dAue2KQG9vOBoR7qLICYXAV4,Not Applicable,
 ,"College Station, Texas",Texas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emlD/3YzwFOfOea1dyQ9l7Tz_rG0DLSvp5OFeVe.nxQu8XZQ,Not Applicable,
 ,"Clifton, New Jersey",New Jersey,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emlG/zSrG.XqENfE40SHgyGpmfnty3ZXij0G6xPkxLO.Eu6A,Not Applicable,
 ,"Norfolk City, Virginia",Virginia,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emlH/QN7w4ZICRRxAyfVA0ZJqKy9UpdK3u2aPRuWC3sB9Wu8,Not Applicable,
 ,"Shreveport, Louisiana",Louisiana,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emlI/_t2EldF_y6FPQkVLsqcQ.6SOr0q6xCX44m4zg7yXs2E,Not Applicable,
 ,"Jewell County, Kansas",Kansas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emlJ/tH78cdtmKplfKXc_ITUMnKhtqtecEispaQ9jqBC_aFU,Not Applicable,
 ,"Woodland, California",California,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emlK/WM0QvkmMWBiXttBTcaRCLuExUoZHSj68bR4izKUxTwI,Not Applicable,
 ,"Duchesne County, Utah",Utah,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emqI/7sc3my16H3zNzZqTNAsPQu4_BFeSLdUCpxzZnwpvRPI,Not Applicable,
