Index,Recipient Name,State/Territory,Type,Interim Report Status,Interim Report,Recovery Plan Status,Recovery Plan
 ,"Jasper County, Texas",Texas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em8y/psJ46vXPNDgt2lH4rNKvNYl_URKuuShfBdbLum4We5A,Not Applicable,
 ,"Gunnison County, Colorado",Colorado,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em8z/H8qzRdBFLPd2MUSs60.w9Wy6rEboV7xYjnVbS808tLo,Not Applicable,
 ,"Tooele County, Utah",Utah,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em90/eK1LARPal8ht9Csp_CiwSPq_h1Q3jC1aCuA0uvXGcc4,Not Applicable,
 ,"Palo Alto, California",California,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em91/xV1ADa30jZzBoTjfCEvjqOPo2HXBoalK.vY0I.bCrYU,Not Applicable,
 ,"Waynesboro Borough, Pennsylvania",Pennsylvania,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001em92/7S_AqceR9NVx_Zh9555nLE1ZJVZuvGtevJ2H.l3knfA,Not Applicable,
 ,"Charles Mix County, South Dakota",South Dakota,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emF4/EZpr4mRn8cVz0gJaV2uJqECbqH9SAu9j9IWuHaPdxmc,Not Applicable,
 ,"County Of Burnett, Wisconsin",Wisconsin,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emF5/Msry0DFHCT2G3Lrvl73DjnGkKbiAz8JakbMWEFNFZuY,Not Applicable,
 ,"Genesee County, Michigan",Michigan,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emF6/KBwGCqPikkuFkDGaiNUfvH2fa3QdDIf4U07QKZSjeNo,Submitted,https://home.treasury.gov/system/files/136/Genesee-County_2021-Recovery-Plan_SLT-1765.pdf
 ,"Gilchrist County, Florida",Florida,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emF7/CN5q4ti_5SIBP76_DczdYOjpU7vvEkakdt851R9JaJg,Not Applicable,
 ,"Latah County, Idaho",Idaho,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emFA/fVmknQH4OZ3nrIIvU6M_m0tNMiIWElKKSrDfV01cHYs,Not Applicable,
 ,"Allen County, Indiana",Indiana,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emOs/PagR9iUkyEVdKcYlTqf.BGblHRdnZOBYc1mV53aFGDQ,Pending,
 ,"Wayne County, Indiana",Indiana,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emOt/3W_vylbK7U6A1B_X9l6g2KDD.LS3uLzb0g7P1Hst0X0,Not Applicable,
 ,"Highlands County, Florida",Florida,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emOu/blJGuouYpm_FUeRnROD9TgIcDbjAQhR5rEfq1wg92l8,Not Applicable,
 ,"Kettering, Ohio",Ohio,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emOv/T.vZNB.gcZeq8t95tLWchpthQW_VIu9uu3zyYSOHwTc,Not Applicable,
 ,"Loveland, Colorado",Colorado,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001eynK/ZIHqzurHVE9v4g7TqbSiX6n1pMJi5mI_ZXVE5JJo6ss,Not Applicable,
 ,"Foley City, Alabama",Alabama,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emOx/UNJaYsXppT2yyBo4C0vV86XsDts0v.TCTXoJNrHQ3bk,Not Applicable,
 ,"Crawford County, Pennsylvania",Pennsylvania,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emI2/M9Yg68ZFMRplHhzd4tniZvhsPBozNHvTdrP7.sWqCu0,Not Applicable,
 ,"James City County, Virginia",Virginia,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emI3/.HfwvVn903WgFFVK971WxPjZAEo4TulBu3FAJDmGOUc,Not Applicable,
 ,"Franklin, Virginia",Virginia,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emP0/zr1AfDnXS2Mx.IypFCi9bW_UE.q.sML9f8zi8sd7HoQ,Not Applicable,
 ,"York County, Virginia",Virginia,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001eynL/d.WKH9M6r6ErxOR8dJFJCLVV2ApViGmPwwU3KvvuQig,Not Applicable,
 ,"Allen County, Kansas",Kansas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emP2/ygEDsqU8Go7rFTkkBoD.UQdfD5xf9dQBD0iKfdELhDo,Not Applicable,
 ,"Owensboro, Kentucky",Kentucky,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emP3/.vkXBM14674XOC5DebZrhav7grRqM4qXiOMUfIQPcPg,Not Applicable,
 ,"Portsmouth, New Hampshire",New Hampshire,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emP4/VEyZvLU6d.AOnc34CEnIhVwMdWamtT1aPwAgAj4CIlM,Not Applicable,
 ,"Lake County, Montana",Montana,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emP5/toF1CurCJp8_FEh82gZSFQwSDj7o1oOKS2tRXB.zXSQ,Not Applicable,
 ,"Blacksburg, Virginia",Virginia,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emP6/3gdLpsJvnM7qxCE8dJyxWMFkLAlI9JuETHuK6oC9IgQ,Not Applicable,
 ,"Kankakee County, Illinois",Illinois,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001eynO/7y3HNUtSPyFfjdLutNxM4vtYd54tfO7fOPhL6CjuFF8,Not Applicable,
 ,"Caroline County, Maryland",Maryland,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emP8/6OzyKCahPmK6yuDdbXGeLs9rviBEnGI37gWOuD79Iu4,Not Applicable,
 ,"St. James Parish, Louisiana",Louisiana,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emP9/QWjXdvGkHwopawHEob3V5eBu.UiTA3NA1t_WktSt4mg,Not Applicable,
 ,"King And Queen County, Virginia",Virginia,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emPA/0EGAJyxymaamRhfdkOcpIgRlPfptZW2wLJ7n24S0Tpg,Not Applicable,
 ,"Sparks, Nevada",Nevada,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emPF/Bxy3HQKg.zs0jG7NPT5jblanTlZxGDvPq66VVSBsUlY,Not Applicable,
 ,"Buena Park, California",California,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emPG/yIYKN8QJV4m3zZT7jDdILPvPSMk.qVtdh1zEOaVStPc,Not Applicable,
 ,"Onslow County, North Carolina",North Carolina,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emPH/x7j2O2LcY.jAtmneDVgT_JJZfLqmbt0jjrYs4ODn7mM,Not Applicable,
 ,"Humboldt County, Nevada",Nevada,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emPI/pS_O4.fxWJScPnqNisQQczvmDoXQbs6M5c7YUgZpKXQ,Not Applicable,
 ,"Nashua, New Hampshire",New Hampshire,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emPJ/ZKQLVvC73U0LFOSWsBnCDXqwB8L_CPhFMx7zAdCLj3o,Not Applicable,
 ,"Oceana County, Michigan",Michigan,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emPK/E9NLZCYuAVqz6aL10P71sqDWTYIVwyLSPcDITIL65Tc,Not Applicable,
 ,"Saluda County, South Carolina",South Carolina,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emb1/Nhc99kJ_iZArp1HZTSJSW3gluEjWTn7qLP6t6cK6OSw,Not Applicable,
 ,"Falls Church, Virginia",Virginia,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emb2/mShbikkXcRvdF1gmxP2FP_iJQsIAIZV9zVwTi.5Gtvw,Not Applicable,
 ,"Kalamazoo, Michigan",Michigan,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emb3/.WzX9z24_CZ5fYbnE8YyKT77XabdeKjeMQbC6YUWCSc,Not Applicable,
 ,"Clark County, Missouri",Missouri,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emb4/aC5WO3V62dQ1ApyfqLRJqrkhQYGa3FcM9R5pxF6y__g,Not Applicable,
 ,"Harrison County, Kentucky",Kentucky,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emb5/4vgKcawFawucS9sSappK0jgXcKLwkOsRKuSTFQIVISQ,Not Applicable,
 ,"Warren, Michigan",Michigan,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emb6/lbhCSunbZkXdhFNR45DPmQsWBBUbdR..KgQ6nfqZ8bQ,Not Applicable,
 ,"Grant County, Kansas",Kansas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emb7/FEedatbsaI9Z45kwnnltpC.6b76wHUlUeetuopfupPA,Not Applicable,
 ,"Florence County, Wisconsin",Wisconsin,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emb8/zfb7T_vNUZvAxkrTzGHCtIDmki6CxP1vjslsijry_Gs,Not Applicable,
 ,"Georgetown County, South Carolina",South Carolina,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001embB/xlK40W5uJ1h2ee_VJLKnqOEqSqXjSF88xc5fUuf1wk0,Not Applicable,
 ,"Benton County, Minnesota",Minnesota,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001embC/TQ2t6YpdvlOw7ztoaPdvf75KJgMKmEeJLg8ATIcb3QI,Not Applicable,
 ,"Pennington County, Minnesota",Minnesota,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001embD/Ky.ODeK7gFXSHQntf6pJPK9.Iq9eB7Z4x_yWDU1so1c,Not Applicable,
 ,"Polk County, Georgia",Georgia,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001embE/XesYOKdNLvpyEITW8yuyc0zits99fSih.ye46LItZ0M,Not Applicable,
 ,"Lumpkin County, Georgia",Georgia,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001embF/IvuA.898P3.VIiyecDgea68.FFCcuUwCW.9xQ8ZfJaM,Not Applicable,
 ,"Valencia County, New Mexico",New Mexico,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001embG/lUxwbps_KUjCRJe8iDywQHdRugcdQ2PjDqrKTETMiZk,Not Applicable,
 ,"Richardson County, Nebraska",Nebraska,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001embH/dhlGkAf8hjkQXTP62zEwfBBHsQPT2B2X_sF1q1S4Xvo,Not Applicable,
 ,"Staunton City, Virginia",Virginia,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001embI/bEMY6Rb7Y9qY7wWHlDplFyU_69RRP_DDIxGcqBede78,Not Applicable,
 ,"Summers County, West Virginia",West Virginia,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001embJ/99Sh8XbNsvbnXy1uHEUubcN7TBZLdYHSvt0pOAyCnms,Not Applicable,
 ,"Washington County, Mississippi",Mississippi,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001ems8/U1TM.4A6ES1ZYWP9rvpdR5p3.K_BsSioC_83.TrgBAM,Not Applicable,
 ,"Farmington, New Mexico",New Mexico,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001ems9/7d7sACfVL9sq3nQYfioTk2oSe8x9cWxQDS5R7WL9YKE,Not Applicable,
 ,"West Allis, Wisconsin",Wisconsin,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emsA/geahmIT_8xDaEi6TFuf2oKGjC7Vrkt1ynTgTB4wEOcM,Not Applicable,
 ,"Pawnee County, Nebraska",Nebraska,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emsB/oh6_0u4hLaJrSBPHDOMGUBCVSW.qrdniQcx28yjqNi8,Not Applicable,
 ,"Riley County, Kansas",Kansas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emsC/3hirv3g3JAq4TR5Cgx0uR7Ncc17I8YXnAudgejmE.DA,Not Applicable,
 ,"Merrimack County, New Hampshire",New Hampshire,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emsD/Pfa8Oj4vg1EJolU1cBRWfGTWUhlvoOGnsk1M4k1D50Y,Not Applicable,
 ,"Wayne County, Missouri",Missouri,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emsE/m.Oxsr5Ii4GbUumq3UnaBqgadAqWUne4nwxt9R2Dxuw,Not Applicable,
 ,"Okeechobee County, Florida",Florida,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emsF/7dTNXPA4thhMc9H8fWbZhevlNnKu_QLcYtZ.0F_XMw0,Not Applicable,
 ,"Roosevelt County, New Mexico",New Mexico,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emsG/ucO3pNe3sKK_ZxtWdWGWsqqaetfM8bJCR2NTDczJfco,Not Applicable,
 ,"Thomas County, Nebraska",Nebraska,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emsH/LN6ldX1atWLBfvLA1.wiNkzxp0ckXTKndVXmn8b3LUA,Not Applicable,
 ,"Brule County, South Dakota",South Dakota,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emsI/G8yCBu39hsDZzL50KJfEJMApAhSvdwzwvA8OqieeqFI,Not Applicable,
 ,"Lincoln County, South Dakota",South Dakota,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emsJ/tsS5H3sWvowr4I.tG6MJytYm4.KQsg9lVMqbcekZWEI,Not Applicable,
 ,"Caroline County, Virginia",Virginia,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emsM/S3XEgZQhBxZ_D_cwS5BHcGdMHpV1CV0ALD1yUgwR0s8,Not Applicable,
 ,"Mckean County, Pennsylvania",Pennsylvania,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emuk/aQnshqbbmtRLkeUbDJGCPU8LyFYGCFdhcZvCLpD8wyg,Not Applicable,
 ,"Maricopa City, Arizona",Arizona,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emul/1F7V9CmMRPWozAWr8FuAWALUqtTuEMavikHgXOpNFPU,Not Applicable,
 ,"Grand Forks County, North Dakota",North Dakota,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emum/DHXXajnnp5nqcX1Gdq0H8sgO782HCadcMT5RBP1KTGU,Not Applicable,
 ,"Willacy County, Texas",Texas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emun/BeT4H41l0mJ7VDj4WWsRCXhi5Z1YWshtqRFxdEEL_SU,Not Applicable,
 ,"St. Charles Parish, Louisiana",Louisiana,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emuo/JvHZ_emACJb6bK0UB4KRl374Pc0_979niweVQ0gFNWA,Not Applicable,
 ,"Kanabec County, Minnesota",Minnesota,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emur/5_GEYvW1sRJpW6AhjafrtantOJEU3AghUmMJeteksro,Not Applicable,
 ,"Newport Beach, California",California,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emus/zacmLKCZQaYpjTxBRk111q4v4dBoxwK84mYLaz5GAaQ,Not Applicable,
 ,"Tuolumne County, California",California,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emut/jkakib51E04SBq4p2xSNMQwccJgUDYvZt1yA4J.MfPk,Not Applicable,
 ,"Payette County, Idaho",Idaho,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emuu/m5hbcl3ZHp0B2vbeCM2_4tW5CWfs41k6r9SsiAUgAak,Not Applicable,
 ,"Wayne County, New York",New York,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emuv/UpdP8m3WCXBVoynJbLS_Dx.qbUgwGYj33r2deo4USSc,Not Applicable,
 ,"Scott County, Minnesota",Minnesota,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001eyoR/n83mzLQCor9UPcZm_nfP71FlZ9UaO62qY6ry39g7rEE,Not Applicable,
 ,"Pike County, Georgia",Georgia,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emux/0naTSlt0ISkVAMPE36ycjSHmN.wiCLSFdPc7ahH9D9w,Not Applicable,
 ,"Floyd County, Indiana",Indiana,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emuy/J6EYbDIINu5MhqUeMwXIvfRvmzBvn_aTyZX7.zNCyLE,Not Applicable,
 ,"Pulaski County, Georgia",Georgia,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emuz/FURelvS8m7CjGCiyyo32dkPBjz4kljDGRinXhkWFGwA,Not Applicable,
 ,"Tuscarawas County, Ohio",Ohio,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emv0/KGt64cX3dOZ2YnVDRNw2nBLixl_7mSuoZeI6NuNuLj4,Not Applicable,
 ,"Towns County, Georgia",Georgia,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emv1/CI6T264g3CebMrJf5fwA34fqAh5KLyipSbv6MOcK.ak,Not Applicable,
 ,"Eau Claire County, Wisconsin",Wisconsin,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001emv2/LsjDbmC7iZ68Kbd059zhCPIDq1uBpswOCoLeOUY.MoQ,Not Applicable,
 ,"City Of Coconut Creek, Florida",Florida,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elDd/OFNaXRw2S1XHAZmy441FzlIqM0T4_7FVe_szl7LMI1A,Not Applicable,
 ,"Salem, Virginia",Virginia,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elnQ/QjUDxMl3kWK6y6k3yd.OFYr5WFcp58zPUhl4y7bH_WY,Not Applicable,
 ,"Delano City, California",California,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elnR/I9gX2Ty0viWwkUJeLXSycQmLeFMsUQNjO76jh2Y3x9o,Not Applicable,
 ,"Carroll County, Missouri",Missouri,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elnS/C1ohE1dBfAfoWRaCmz1ZJoOO1FXXBqzJCUDd9mJF4UQ,Not Applicable,
 ,"Jackson County, Georgia",Georgia,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elnT/Sx14b4tHALOQIazS1V3cnmCe15jX9mEyC2_2NPHiQRY,Not Applicable,
 ,"Washington County, Georgia",Georgia,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elnU/LgAPMUb1jnYrVNnPqQ1xoTNYiT1o3CHXah1pIv_Xqr0,Not Applicable,
 ,"Akron, Ohio",Ohio,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elnV/Aat.zs_Ef1vVMmEjGCR9tIJJyqWvpRIVdpI6iYJJ88Y,Not Applicable,
 ,"Morgan County, Georgia",Georgia,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elnW/bfj_luUjwlfiSIhybOJU3lggZo8QVSl578Gn6ii.YNU,Not Applicable,
 ,"Fulton County, Illinois",Illinois,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elnX/jvmtC7FkbgrgnkN2zLXolqFWH8cyVwJ2SR9wkJ3u2zU,Not Applicable,
 ,"Spalding County, Georgia",Georgia,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elna/UCIFWMb_TFE1UyinUCcga04FnE0yVHRLJksQ5Q3z1Zo,Not Applicable,
 ,"Tazewell County, Illinois",Illinois,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elnb/pNybQzRXyDDD3EePeZ2FNqf8IhEIhnmH3cOD798ph3c,Not Applicable,
 ,"Scurry County, Texas",Texas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elnc/0IOIjjY3MyOUOeQ_ST51bOCPJuAtb53PBMv5R8Q7u34,Not Applicable,
 ,"Coles County, Illinois",Illinois,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elnd/tjyTF_SJTJg_VwxQ6yxWjjQfZ1JQOIgLeCSuIQ.urG8,Not Applicable,
 ,"Benton County, Mississippi",Mississippi,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elne/LpXiilFvr2qFXl_iWxzjTjN3u6Ew7dSujuPViWBjGQs,Not Applicable,
 ,"Lincoln County, West Virginia",West Virginia,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elnf/T0AblxoIFopk2Zyn5QvUMlidAGaV_GbZOJ1FY0hWZqo,Not Applicable,
 ,"Santa Cruz, California",California,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elng/_RA92l1t3WtvhoZelYCYc5JbhVgAtv4jYyfnhYiODfg,Not Applicable,
 ,"York, Pennsylvania",Pennsylvania,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elnh/7rI.fqU2.3kWIsQ1Id1j6SILuCVnz00Km9ve_UjhnXI,Not Applicable,
 ,"Colquitt County, Georgia",Georgia,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elni/QpVhWj2lb4Up8GvxoumMAoLg6WxkEFgsRb9TBWsVgrU,Not Applicable,
 ,"Trinity County, California",California,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elnj/I5Ec3MLN6JHWIVVG8EdJotzCacyj.2YIu5q9QBuxEFQ,Not Applicable,
 ,"Grant Parish, Louisiana",Louisiana,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elnk/V_.GxMnnuPh9rbYgOjm2mB.d.0XTlSCTqFa5.8wSmr0,Not Applicable,
 ,"Nuckolls County, Nebraska",Nebraska,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elnl/2ZR3iLkx6QSvv.4EqSw0gqxGMM16zHxsY14QYsZVs70,Not Applicable,
 ,"Mason County, Michigan",Michigan,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elt1/v7pyMK5U893tl1hOq.sMeU.1fAVTZeQZlp8sfbP493s,Not Applicable,
 ,"Brown County, Texas",Texas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elt2/MY_PjMEVqZwwyJVTulW7lx.DK0RUK3pykHDUjRdqJ_A,Not Applicable,
 ,"Madison County, Iowa",Iowa,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elt3/iV3LvJ567cVBbASHLFTS_fcP9e_RibEhVWzLND9ho58,Not Applicable,
 ,"Cumberland County, Illinois",Illinois,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elt4/Rzp3qlg5L_UQNZaArhJN0cOLBAK7opLa1ypuyKQ0qFA,Not Applicable,
 ,"Moniteau County, Missouri",Missouri,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elt5/8cy6tjePX27lTq3Ok49fWwpA6s8ttik6pgOI2874FyI,Not Applicable,
 ,"Matagorda County, Texas",Texas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elt6/o7zYsaQcsRb3ZUpgcJQRsFNpVVkqPJv.fBejfGWyp9c,Not Applicable,
 ,"Lake County, Tennessee",Tennessee,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elt7/kp8qU5HZ5Rw41uilkB3eBrSdYsPfFzOO5OLA2FKr57g,Not Applicable,
 ,"Washington Parish, Louisiana",Louisiana,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elt8/NHgD6MRJhEdxXnY9wT_sgotlqhqOaqWLidFk6rS6bYk,Not Applicable,
 ,"Hamilton County, Texas",Texas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001elt9/JQtd9SAWdgRuoy.4GCUJIABmbD3BU_TLgorevs8AFa0,Not Applicable,
 ,"Hopkins County, Texas",Texas,Local Government,Submitted,https://apps-treas.my.salesforce.com/sfc/p/t0000000TZbC/a/t0000001eltA/AShXXMyb92xl_TXsFNznJu3.OogdX7ZflQo.hrJtdpY,Not Applicable,
